subject,dataset_mouse_id,lab,date,session_number,eid,n_probes,n_good_units,probes,session_regions_with_good_units,session_region_good_unit_counts,n_regions_session,raw_lfp_available,raw_lfp_probes,n_raw_lfp_probes,dlc_available,dlc_views,lightning_pose_available,lightning_pose_views,pose_keypoints_available,n_trials_total,n_trials_bwm_include,n_trials_excluded_from_bwm,bwm_trial_inclusion_fraction
PL031,sub-PL031,hausserlab,2022-11-19,1,c23b4118-db40-4333-af1d-933154b533c6,1,79,probe00,"TH, Isocortex, CNU",TH:41; Isocortex:6; CNU:1,3,True,probe00,1,True,"left, right",True,"left, right",DLC + Lightning Pose,457,198,259,0.43326
PL031,sub-PL031,hausserlab,2022-12-07,1,c8e11fd8-d130-4f06-abba-9aa20240ce7c,1,99,probe00,"TH, HPF, MB",TH:59; HPF:22; MB:15,3,True,probe00,1,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,632,264,368,0.417722
PL033,sub-PL033,hausserlab,2022-10-04,2,62902992-8432-46fb-af12-6392012e58c7,1,99,probe00,"Isocortex, TH, HY",Isocortex:21; TH:15; HY:1,3,True,probe00,1,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,659,375,284,0.569044
PL033,sub-PL033,hausserlab,2022-10-05,1,4546cd60-fa2a-4d20-a9b6-d091e01d16f2,1,41,probe00,CNU,CNU:31,1,True,probe00,1,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,550,311,239,0.565455
PL033,sub-PL033,hausserlab,2022-10-06,1,cef05f87-161b-4031-932c-6f47daf89698,1,114,probe00,"CNU, Isocortex",CNU:97; Isocortex:15,2,True,probe00,1,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,586,355,231,0.605802
PL033,sub-PL033,hausserlab,2022-10-07,1,75db708a-9952-4452-a5b1-a851d88f8e28,1,31,probe00,"HY, TH",HY:17; TH:13,2,True,probe00,1,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,551,312,239,0.566243
PL033,sub-PL033,hausserlab,2022-10-10,1,7f150b7c-c261-46e6-9edb-cc391c9d9f03,1,87,probe00,"TH, HY, Isocortex",TH:71; HY:6; Isocortex:5,3,True,probe00,1,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,656,341,315,0.519817
PL033,sub-PL033,hausserlab,2022-10-11,1,837b4e6a-ccfd-49b0-a1dd-3aa53fbf2ecb,1,235,probe00,"HY, CNU",HY:95; CNU:82,2,True,probe00,1,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,560,345,215,0.616071
PL033,sub-PL033,hausserlab,2022-10-12,1,9fc31d79-b56f-46d0-92a0-e9563caf4a7a,1,67,probe00,"Isocortex, TH",Isocortex:54; TH:13,2,True,probe00,1,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,420,284,136,0.67619
PL033,sub-PL033,hausserlab,2022-10-25,1,a34b4013-414b-42ed-9318-e93fbbc71e7b,1,32,probe00,"TH, HY, HPF",TH:24; HY:6; HPF:2,3,True,probe00,1,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,711,267,444,0.375527
PL033,sub-PL033,hausserlab,2022-10-26,1,49250fba-801c-4867-a0a7-a1e19538cb61,1,22,probe00,"TH, HY",TH:18; HY:4,2,True,probe00,1,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,678,378,300,0.557522
PL033,sub-PL033,hausserlab,2022-10-28,1,2ab7d2c2-bcb7-4ae6-9626-f3786c22d970,1,38,probe00,"TH, CTXsp, CNU",TH:22; CTXsp:10; CNU:1,3,True,probe00,1,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,591,311,280,0.526227
PL033,sub-PL033,hausserlab,2022-10-29,2,94dabed1-741c-4ddd-a6b7-70561e27b750,1,76,probe00,"TH, HY, HPF",TH:70; HY:5; HPF:1,3,True,probe00,1,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,629,381,248,0.605723
PL033,sub-PL033,hausserlab,2022-11-02,1,be164a14-6e73-42c3-ab60-d29c48693c0f,1,191,probe00,"TH, HY",TH:163; HY:28,2,True,probe00,1,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,420,258,162,0.614286
PL033,sub-PL033,hausserlab,2022-11-03,1,37ac03f1-9831-4a30-90fc-a59e635b98bd,1,71,probe00,"TH, HPF",TH:70; HPF:1,2,True,probe00,1,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,490,316,174,0.644898
PL034,sub-PL034,hausserlab,2022-10-18,1,87ad026d-5b95-4022-8d59-c260870d830f,1,47,probe00,"HPF, TH, HY",HPF:41; TH:3; HY:1,3,True,probe00,1,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,926,595,331,0.642549
PL034,sub-PL034,hausserlab,2022-10-19,1,3bb54985-77b2-421d-9d1f-46185be51216,1,10,probe00,"TH, HY",TH:9; HY:1,2,True,probe00,1,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,755,400,355,0.529801
PL034,sub-PL034,hausserlab,2022-10-20,1,6cbeead9-bb7a-40e1-8ccd-47ae60239654,1,67,probe00,"HPF, TH",HPF:50; TH:5,2,True,probe00,1,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,499,328,171,0.657315
PL035,sub-PL035,hausserlab,2023-04-12,1,a2b9fbbe-79fc-4166-a16e-b307813a2f06,1,87,probe00,"MB, Isocortex, HPF",MB:54; Isocortex:25; HPF:8,3,True,probe00,1,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,469,289,180,0.616205
PL035,sub-PL035,hausserlab,2023-04-13,1,5437ec1f-6535-470c-80b8-4c8806ee085d,1,43,probe00,"Isocortex, HPF, MB",Isocortex:18; HPF:11; MB:7,3,True,probe00,1,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,512,258,254,0.503906
PL035,sub-PL035,hausserlab,2023-04-14,1,36573e0b-ddd6-4504-94ec-9a23c877486c,1,65,probe00,"MB, HB",MB:44; HB:17,2,True,probe00,1,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,516,255,261,0.494186
PL035,sub-PL035,hausserlab,2023-04-15,1,04749a70-ac63-477d-8392-d4d529184fab,1,72,probe00,"MB, HB",MB:59; HB:3,2,True,probe00,1,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,593,350,243,0.590219
PL037,sub-PL037,hausserlab,2023-04-06,1,d23b005f-46f5-4fe1-870c-f55f6eb9533d,1,180,probe00,"MB, HB",MB:116; HB:53,2,True,probe00,1,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,586,414,172,0.706485
PL037,sub-PL037,hausserlab,2023-04-07,1,7235b10c-6621-44ea-abe9-01559633472d,1,173,probe00,"MB, HB",MB:103; HB:62,2,True,probe00,1,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,610,358,252,0.586885
PL037,sub-PL037,hausserlab,2023-04-09,1,fd03d365-91df-41e2-ad81-9e0e4b9f5c7b,1,216,probe00,"MB, HB, HPF, Isocortex",MB:162; HB:25; HPF:11; Isocortex:2,4,True,probe00,1,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,601,316,285,0.52579
PL037,sub-PL037,hausserlab,2023-04-10,1,62ff920c-2fdd-4feb-9d9f-0d66f2e595a1,1,123,probe00,"MB, HB, HPF",MB:62; HB:57; HPF:1,3,True,probe00,1,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,627,311,316,0.496013
PL037,sub-PL037,hausserlab,2023-04-13,1,14127fdb-2e66-4823-b124-f49c128ba94d,1,186,probe00,"MB, HB, HPF",MB:88; HB:87; HPF:1,3,True,probe00,1,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,629,371,258,0.589825
PL037,sub-PL037,hausserlab,2023-04-14,1,7eeb8423-49e6-4d40-ab6f-703d17af231a,1,54,probe00,"MB, HB, HPF",MB:27; HB:17; HPF:5,3,True,probe00,1,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,632,445,187,0.704114
PL050,sub-PL050,hausserlab,2023-06-05,1,6ab9d98c-b1e9-4574-b8fe-b9eec88097e0,1,145,probe00,"MB, HPF, Isocortex",MB:106; HPF:29; Isocortex:7,3,True,probe00,1,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,874,618,256,0.707094
PL050,sub-PL050,hausserlab,2023-06-06,1,37bbc17f-8dec-4fa8-97fd-e23a5c6bad1f,1,159,probe00,"HB, MB",HB:96; MB:60,2,True,probe00,1,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,759,485,274,0.638999
PL050,sub-PL050,hausserlab,2023-06-07,1,0cf6d255-8f2f-463e-84fb-c54bacb79f51,1,110,probe00,"HPF, Isocortex, TH, MB",HPF:63; Isocortex:24; TH:17; MB:1,4,True,probe00,1,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,702,507,195,0.722222
PL050,sub-PL050,hausserlab,2023-06-08,1,c02e5155-8e8f-427e-873d-d61490bbb9c3,1,27,probe00,"HB, HPF",HB:21; HPF:1,2,True,probe00,1,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,929,591,338,0.636168
PL050,sub-PL050,hausserlab,2023-06-09,1,98e0074c-706a-40e5-bbb5-223f97585a99,2,147,"probe00, probe01","HB, MB, HPF",HB:72; MB:37; HPF:12,3,True,"probe00, probe01",2,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,740,534,206,0.721622
PL050,sub-PL050,hausserlab,2023-06-11,1,e6de6c35-1508-4471-b7c3-f12a5c7a6d39,1,75,probe00,"HB, MB",HB:54; MB:15,2,True,probe00,1,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,540,355,185,0.657407
PL050,sub-PL050,hausserlab,2023-06-12,1,1dbba733-24a4-4400-9436-53f1bd8428e8,2,296,"probe00, probe01","HPF, HB, Isocortex",HPF:225; HB:55; Isocortex:6,3,True,"probe00, probe01",2,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,620,406,214,0.654839
PL050,sub-PL050,hausserlab,2023-06-13,1,2584ce3c-db10-4076-89cb-5d313138dd38,1,247,probe00,"HPF, Isocortex",HPF:164; Isocortex:83,2,True,probe00,1,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,712,424,288,0.595506
PL050,sub-PL050,hausserlab,2023-06-15,1,e6bdb1f4-b0bf-4451-8f23-4384f2102f91,1,76,probe00,"HB, MB",HB:68; MB:2,2,True,probe00,1,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,773,445,328,0.575679
SWC_042,sub-SWC_042,hoferlab,2020-07-13,1,66d98e6e-bcd9-4e78-8fbb-636f7e808b29,1,70,probe00,"TH, Isocortex, HPF",TH:52; Isocortex:7; HPF:6,3,True,probe00,1,True,"left, right",True,"left, right",DLC + Lightning Pose,564,381,183,0.675532
SWC_042,sub-SWC_042,hoferlab,2020-07-17,1,f9860a11-24d3-452e-ab95-39e199f20a93,2,164,"probe00, probe01","HPF, TH, Isocortex",HPF:84; TH:65; Isocortex:6,3,True,"probe00, probe01",2,True,"left, right",True,"left, right",DLC + Lightning Pose,463,265,198,0.572354
SWC_043,sub-SWC_043,hoferlab,2020-09-15,1,f3ce3197-d534-4618-bf81-b687555d1883,1,93,probe01,"CNU, Isocortex",CNU:59; Isocortex:26,2,True,probe01,1,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,990,700,290,0.707071
SWC_043,sub-SWC_043,hoferlab,2020-09-16,2,6f09ba7e-e3ce-44b0-932b-c003fb44fb89,2,288,"probe00, probe01","TH, CNU, OLF, HPF, Isocortex, CTXsp",TH:155; CNU:67; OLF:49; HPF:6; Isocortex:4; CTXsp:1,6,True,"probe00, probe01",2,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,551,411,140,0.745917
SWC_043,sub-SWC_043,hoferlab,2020-09-17,1,695a6073-eae0-49e0-bb0f-e9e57a9275b9,2,98,"probe00, probe01","HPF, CTXsp, Isocortex, OLF",HPF:82; CTXsp:9; Isocortex:6; OLF:1,4,True,"probe00, probe01",2,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,651,469,182,0.72043
SWC_043,sub-SWC_043,hoferlab,2020-09-18,1,6fb1e12c-883b-46d1-a745-473cde3232c8,1,158,probe00,"Isocortex, CTXsp",Isocortex:130; CTXsp:19,2,True,probe00,1,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,508,319,189,0.627953
SWC_043,sub-SWC_043,hoferlab,2020-09-19,1,88d24c31-52e4-49cc-9f32-6adbeb9eba87,1,165,probe00,"CNU, Isocortex",CNU:142; Isocortex:18,2,True,probe00,1,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,547,328,219,0.599634
SWC_043,sub-SWC_043,hoferlab,2020-09-20,1,c6db3304-c906-400c-aa0f-45dd3945b2ea,1,102,probe00,"HPF, CTXsp, OLF",HPF:77; CTXsp:17; OLF:5,3,True,probe00,1,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,742,533,209,0.718329
SWC_043,sub-SWC_043,hoferlab,2020-09-21,1,4ecb5d24-f5cc-402c-be28-9d0f7cb14b3a,2,448,"probe00, probe01","CNU, OLF, HY, Isocortex",CNU:231; OLF:125; HY:66; Isocortex:25,4,True,"probe00, probe01",2,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,529,341,188,0.644612
SWC_060,sub-SWC_060,hoferlab,2020-11-24,1,dac3a4c1-b666-4de0-87e8-8c514483cacf,2,141,"probe00, probe01","TH, CNU, HY, HPF",TH:58; CNU:31; HY:15; HPF:5,4,True,"probe00, probe01",2,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,501,391,110,0.780439
SWC_060,sub-SWC_060,hoferlab,2020-11-25,1,875c1e5c-f7ec-45ac-ab82-ecfe7276a707,2,79,"probe00, probe01","TH, CNU, HY, HPF",TH:35; CNU:20; HY:11; HPF:6,4,True,"probe00, probe01",2,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,787,609,178,0.773825
SWC_060,sub-SWC_060,hoferlab,2020-11-26,1,81a1dca0-cc90-47c5-afe3-c277319c47c8,2,184,"probe00, probe01","CNU, MB, HY, TH, HPF",CNU:157; MB:16; HY:3; TH:3; HPF:1,5,True,"probe00, probe01",2,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,444,301,143,0.677928
SWC_061,sub-SWC_061,hoferlab,2020-11-23,1,493170a6-fd94-4ee4-884f-cc018c17eeb9,2,198,"probe00, probe01","OLF, CNU, Isocortex",OLF:87; CNU:84; Isocortex:25,3,True,"probe00, probe01",2,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,686,536,150,0.781341
SWC_061,sub-SWC_061,hoferlab,2020-11-26,1,360eac0c-7d2d-4cc1-9dcf-79fc7afc56e7,2,164,"probe00, probe01","CNU, OLF, Isocortex",CNU:79; OLF:46; Isocortex:38,3,True,"probe00, probe01",2,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,609,368,241,0.604269
SWC_061,sub-SWC_061,hoferlab,2020-11-30,1,d7e60cc3-6020-429e-a654-636c6cc677ea,2,121,"probe00, probe01","TH, CNU, Isocortex, CTXsp, HY, MB, HPF",TH:46; CNU:38; Isocortex:12; CTXsp:10; HY:7; MB:4; HPF:1,7,True,"probe00, probe01",2,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,490,299,191,0.610204
SWC_066,sub-SWC_066,hoferlab,2022-04-27,1,f4ffb731-8349-4fe4-806e-0232a84e52dd,1,13,probe01,CB,CB:11,1,True,probe01,1,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,844,707,137,0.837678
SWC_066,sub-SWC_066,hoferlab,2022-04-28,1,a4747ac8-6a75-444f-b99b-696fff0243fd,1,9,probe00,"HPF, CTXsp",HPF:8; CTXsp:1,2,True,probe00,1,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,504,341,163,0.676587
ZFM-01576,sub-ZFM-01576,mainenlab,2020-12-01,1,c4432264-e1ae-446f-8a07-6280abade813,2,421,"probe00, probe01","HB, CB, MB, HPF, Isocortex",HB:170; CB:167; MB:25; HPF:15; Isocortex:8,5,True,"probe00, probe01",2,True,"left, right",True,"left, right",DLC + Lightning Pose,848,597,251,0.704009
